date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:00:26	4481/4481	---MCZ	200	added ('OK')	text/html	etag:W/%220fe99aa4d030b8c356aab73aa5e133d6%22	https://www.amirmalaeb.com/project-ansible-aws.html	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/project-ansible-aws.html	(from https://www.amirmalaeb.com/)
10:00:26	373/373	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Sep%202024%2009:00:25%20GMT	https://www.amirmalaeb.com/images/Static%20Website%20with%20Ansible.jpg	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/Static%20Website%20with%20Ansible.jpg	(from https://www.amirmalaeb.com/)
10:00:27	5690/5690	---MCZ	200	added ('OK')	text/html	etag:W/%228fa52abba0a273268c9d102c3efa93dc%22	https://www.amirmalaeb.com/project-ai-powered-app.html	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/project-ai-powered-app.html	(from https://www.amirmalaeb.com/)
10:00:28	364/364	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Sep%202024%2009:00:27%20GMT	https://www.amirmalaeb.com/images/AI%20Image%20Desc.%20App.jpg	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/AI%20Image%20Desc.%20App.jpg	(from https://www.amirmalaeb.com/)
10:00:30	5627/5627	---MCZ	200	added ('OK')	text/html	etag:W/%2220b89b1f977c3b5a9d5f88653b0480f5%22	https://www.amirmalaeb.com/project-currency-normalization.html	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/project-currency-normalization.html	(from https://www.amirmalaeb.com/)
10:00:30	419/419	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Sep%202024%2009:00:29%20GMT	https://www.amirmalaeb.com/images/Screenshot%202024-07-18%20at%2012.45.57%c3%a2%c2%80%c2%afAM.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/Screenshot%202024-07-18%20at%2012.45.57%c3%a2%c2%80%c2%afAM.png	(from https://www.amirmalaeb.com/)
10:00:31	61346/61346	---M--	200	added ('OK')	image/png	etag:%22a8c8f73d776b5e69cb768c9e15360990%22	https://www.amirmalaeb.com/images/aws-certified-solutions-architect-associate.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/aws-certified-solutions-architect-associate.png	(from https://www.amirmalaeb.com/)
10:00:32	45458/45458	---M--	200	added ('OK')	image/png	etag:%222a3f681d79775154be11f43e3e9ec2b3%22	https://www.amirmalaeb.com/images/aws-certified-cloud-practitioner.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/aws-certified-cloud-practitioner.png	(from https://www.amirmalaeb.com/)
10:00:33	59990/59990	---M--	200	added ('OK')	image/webp	etag:%228e89881a7afa825ee37c3764d96229fe%22	https://www.amirmalaeb.com/images/dct.webp	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/dct.webp	(from https://www.amirmalaeb.com/)
10:00:34	578/578	---M--	200	added ('OK')	image/png	etag:%225f413e09282232b32d624e0caafb6ce0%22	https://www.amirmalaeb.com/images/mit-logo.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/mit-logo.png	(from https://www.amirmalaeb.com/)
10:00:36	65322/65322	---M--	200	added ('OK')	image/jpeg	etag:%22ed61a8243e315a596d2a3424b3350c35%22	https://www.amirmalaeb.com/images/AMIR%20MALAEB%20-%20certificate.jpg	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/AMIR%20MALAEB%20-%20certificate.jpg	(from https://www.amirmalaeb.com/)
10:00:36	11717/11717	---M--	200	added ('OK')	image/jpeg	etag:%22f586ab774e9b2cc3a1da58dd15ff6ac5%22	https://www.amirmalaeb.com/images/images.jpeg	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/images.jpg	(from https://www.amirmalaeb.com/)
10:00:38	1963827/1963827	---M--	200	added ('OK')	image/jpeg	etag:%229ded1db45c3fc9f047f28ce778a79bfa%22	https://www.amirmalaeb.com/images/IMG_6044.jpg	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/IMG_6044.jpg	(from https://www.amirmalaeb.com/)
10:00:38	11645/11645	---M--	200	added ('OK')	image/jpeg	etag:%22bf7a63110b10d8b370f2d0da6490f4ef%22	https://www.amirmalaeb.com/images/aust.jpeg	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/aust.jpg	(from https://www.amirmalaeb.com/)
10:00:41	5706/5706	---MCZ	200	added ('OK')	application/javascript	etag:W/%2246e2c8f76eeaeef4c9ec3dfe94b15aa9%22	https://www.amirmalaeb.com/script.js	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/script.js	(from https://www.amirmalaeb.com/)
10:00:42	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2016%20Sep%202024%2009:00:41%20GMT	https://fonts.googleapis.com/robots.txt		(from https://www.amirmalaeb.com/)
10:00:43	8207/8207	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a1d1b1336d0fef205be720afa7ce64ea%22	https://www.amirmalaeb.com/projects.js	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/projects.js	(from https://www.amirmalaeb.com/projects.html)
10:00:43	2196174/2196174	---M--	200	added ('OK')	image/jpeg	etag:%22f887d1ea3f0fa66770a3fee6c118dfb0%22	https://www.amirmalaeb.com/images/IMG_6101.jpg	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/IMG_6101.jpg	(from https://www.amirmalaeb.com/)
10:00:44	111776/111776	---M--	200	added ('OK')	image/png	etag:%2286c4534c448c4aa68bb6a9e0798f2082%22	https://www.amirmalaeb.com/images/EKS-project/EKS1.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/EKS-project/EKS1.png	(from https://www.amirmalaeb.com/project-EKS-Kubernetes.html)
10:00:45	216518/216518	---M--	200	added ('OK')	image/png	etag:%22ce94762bdfc9aec3f6ab25e3fa608eae%22	https://www.amirmalaeb.com/images/EKS-project/EKS2.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/EKS-project/EKS2.png	(from https://www.amirmalaeb.com/project-EKS-Kubernetes.html)
10:00:47	373852/373852	---M--	200	added ('OK')	image/png	etag:%2298a77d4e38acaefa15e2004d7adfe578%22	https://www.amirmalaeb.com/images/EKS-project/EKS3.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/EKS-project/EKS3.png	(from https://www.amirmalaeb.com/project-EKS-Kubernetes.html)
10:00:47	293075/293075	---M--	200	added ('OK')	image/png	etag:%2292297267c2e13528608e7184bb71600b%22	https://www.amirmalaeb.com/images/EKS-project/EKS4.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/EKS-project/EKS4.png	(from https://www.amirmalaeb.com/project-EKS-Kubernetes.html)
10:00:47	348/348	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Sep%202024%2009:00:47%20GMT	https://www.amirmalaeb.com/aws-news.html	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/aws-news.html	(from https://www.amirmalaeb.com/project-ai-image-generation.html)
10:00:48	369/369	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Sep%202024%2009:00:47%20GMT	https://www.amirmalaeb.com/images/AI-Image-Generation%20(1).jpg	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/AI-Image-Generation%20(1).jpg	(from https://www.amirmalaeb.com/project-ai-image-generation.html)
10:00:49	364/364	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Sep%202024%2009:00:48%20GMT	https://www.amirmalaeb.com/videos/ai-image-genertion.mp4	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/videos/ai-image-genertion.mp4	(from https://www.amirmalaeb.com/project-ai-image-generation.html)
10:00:50	354/354	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Sep%202024%2009:00:49%20GMT	https://www.amirmalaeb.com/images/ansible1.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/ansible1.png	(from https://www.amirmalaeb.com/project-ansible-aws.html)
10:00:51	354/354	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Sep%202024%2009:00:50%20GMT	https://www.amirmalaeb.com/images/ansible2.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/ansible2.png	(from https://www.amirmalaeb.com/project-ansible-aws.html)
10:00:52	355/355	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Sep%202024%2009:00:51%20GMT	https://www.amirmalaeb.com/videos/anthropic.mp4	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/videos/anthropic.mp4	(from https://www.amirmalaeb.com/project-ai-powered-app.html)
10:00:53	399/399	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Sep%202024%2009:00:52%20GMT	https://www.amirmalaeb.com/images/Screenshot%202024-07-18%20at%2012.47.24%c3%a2%c2%80%c2%afAM.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/Screenshot%202024-07-18%20at%2012.47.24%c3%a2%c2%80%c2%afAM.png	(from https://www.amirmalaeb.com/project-currency-normalization.html)
10:00:54	387/387	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Sep%202024%2009:00:53%20GMT	https://www.amirmalaeb.com/images/Screenshot%202024-07-18%20at%2012.59.47%c3%a2%c2%80%c2%afAM.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/Screenshot%202024-07-18%20at%2012.59.47%c3%a2%c2%80%c2%afAM.png	(from https://www.amirmalaeb.com/project-currency-normalization.html)
10:01:36	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2016%20Sep%202024%2009:00:55%20GMT	https://www.amirmalaeb.com/images/replace.jpg	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/replace.jpg	(from https://www.amirmalaeb.com/)
10:01:36	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2016%20Sep%202024%2009:00:55%20GMT	https://www.amirmalaeb.com/images/EKS-project/EKS%20Cluster.jpg	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/EKS-project/EKS%20Cluster.jpg	(from https://www.amirmalaeb.com/)
10:01:36	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2016%20Sep%202024%2009:00:55%20GMT	https://www.amirmalaeb.com/images/3TierArchitecture.jpg	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/3TierArchitecture.jpg	(from https://www.amirmalaeb.com/)
10:01:36	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2016%20Sep%202024%2009:00:55%20GMT	https://www.amirmalaeb.com/images/aws-certified-solutions-architect-associate.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/aws-certified-solutions-architect-associate.png	(from https://www.amirmalaeb.com/)
10:01:37	6770/6770	---M--	200	added ('OK')	text/html	etag:%223bca87a42635796c241af978d91c8aa8%22	https://www.amirmalaeb.com/project-EKS-Kubernetes.html	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/project-EKS-Kubernetes.html	(from https://www.amirmalaeb.com/)
10:01:38	5096/5096	---M--	200	added ('OK')	text/html	etag:%2251a5f01bd04bec8d53ed1c84bdee2d5b%22	https://www.amirmalaeb.com/project-aws-deployment.html	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/project-aws-deployment.html	(from https://www.amirmalaeb.com/)
10:01:40	5782/5782	---M--	200	added ('OK')	text/html	etag:%222047928878e22ba1b62866779ff9b61d%22	https://www.amirmalaeb.com/project-ai-image-generation.html	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/project-ai-image-generation.html	(from https://www.amirmalaeb.com/)
10:02:18	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2016%20Sep%202024%2009:01:36%20GMT	https://www.amirmalaeb.com/images/aws-certified-cloud-practitioner.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/aws-certified-cloud-practitioner.png	(from https://www.amirmalaeb.com/)
10:02:18	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2016%20Sep%202024%2009:01:36%20GMT	https://www.amirmalaeb.com/images/dct.webp	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/dct.webp	(from https://www.amirmalaeb.com/)
10:02:18	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2016%20Sep%202024%2009:01:37%20GMT	https://www.amirmalaeb.com/images/AMIR%20MALAEB%20-%20certificate.jpg	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/AMIR%20MALAEB%20-%20certificate.jpg	(from https://www.amirmalaeb.com/)
10:02:19	5706/5706	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2246e2c8f76eeaeef4c9ec3dfe94b15aa9%22	https://www.amirmalaeb.com/script.js	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/script.js	(from https://www.amirmalaeb.com/)
10:02:20	8207/8207	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22a1d1b1336d0fef205be720afa7ce64ea%22	https://www.amirmalaeb.com/projects.js	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/projects.js	(from https://www.amirmalaeb.com/projects.html)
10:02:21	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2016%20Sep%202024%2009:01:40%20GMT	https://www.amirmalaeb.com/images/IMG_6044.jpg	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/IMG_6044.jpg	(from https://www.amirmalaeb.com/)
10:03:00	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2016%20Sep%202024%2009:02:18%20GMT	https://www.amirmalaeb.com/images/IMG_6101.jpg	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/IMG_6101.jpg	(from https://www.amirmalaeb.com/)
10:03:01	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2016%20Sep%202024%2009:02:20%20GMT	https://www.amirmalaeb.com/images/EKS-project/EKS1.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/EKS-project/EKS1.png	(from https://www.amirmalaeb.com/project-EKS-Kubernetes.html)
10:03:02	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2016%20Sep%202024%2009:02:21%20GMT	https://www.amirmalaeb.com/images/EKS-project/EKS2.png	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/images/EKS-project/EKS2.png	(from https://www.amirmalaeb.com/project-EKS-Kubernetes.html)
10:03:02	348/348	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Sep%202024%2009:03:02%20GMT	https://www.amirmalaeb.com/aws-news.html	/home/habibi/websites/Portfolio%20website%20/www.amirmalaeb.com/aws-news.html	(from https://www.amirmalaeb.com/project-ai-image-generation.html)
